genome	Clade1	Clade2	Subclade	Subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	type	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
HIMB1402	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1838	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
HIMB1835	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-917-O20	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-905-G04	I	Ia	Ia.4	Ia.4.II	Pelagibacterales	Pelagibacteraceae	Lacunapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HIMB1483	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Semelpelagibacter	loemeaikii	Freel et al. (2024)	TRUE	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al. (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-359-D09	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	variabilis	Pachiadaki et al., (2019)	TRUE	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-321-L23	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_tropical	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PNEC; inferred waterbody North Pacific Ocean
AH-321-P04	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_tropical	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PNEC; inferred waterbody North Pacific Ocean
AG-896-C18	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-E04	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-287-E08	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
AG-422-C13	I	Ia	Ia.4	Ia.4.N4	Pelagibacterales	Pelagibacteraceae	Punctumpelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-337-D17	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-897-G15	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
RS39	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Jimenez-Infante et. al., (2017)	NA	isolate	0-100m	northern_tropical	REDS	Coastal - Red Sea, Persian Gulf Province	marine	Red Sea	Jimenez-Infante et. al., (2017); coordinate in table; Longhurst REDS; inferred waterbody Red Sea
AG-447-F10	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-907-C04	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-896-L20	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-A16	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-909-J05	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-893-I20	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-899-J23	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HIMB1436	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	marisrubii	Freel et al., (2024)	TRUE	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-909-G08	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-359-G22	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-447-P22	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-426-D09	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	GFST	Westerlies - Gulf Stream Province	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst GFST; inferred waterbody North Atlantic Ocean
AG-910-B05	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-894-K14	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-911-E04	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HIMB2226	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-447-B22	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
AG-919-O02	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-287-J18	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
HIMB2187	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-919-A21	I	Ia	Ia.4	Ia.4.N5	Pelagibacterales	Pelagibacteraceae	Tantilluspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-895-K10	I	Ia	Ia.4	Ia.4.N6	Pelagibacterales	Pelagibacteraceae	Colligopelagibacter	wilhelmii	Pachiadaki et al., (2019)	TRUE	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-899-M07	I	Ia	Ia.4	Ia.4.N6	Pelagibacterales	Pelagibacteraceae	Colligopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-905-A07	I	Ia	Ia.4	Ia.4.N6	Pelagibacterales	Pelagibacteraceae	Colligopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-919-F03	I	Ia	Ia.4	Ia.4.N6	Pelagibacterales	Pelagibacteraceae	Colligopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
BACL5_MAG-120820-bin39	I	Ia	Ia.5	Ia.5	Pelagibacterales	Pelagibacteraceae	NA	NA	Hugerth et al. (2015)	NA	MAG	0-100m	northern_temperate	NECS	Coastal - NE Atlantic Shelves Province	marine	Baltic Sea	Hugerth et al. (2015); coordinate in table; Longhurst NECS; inferred waterbody Baltic Sea
BACL5_MAG-121015-bin10	I	Ia	Ia.5	Ia.5	Pelagibacterales	Pelagibacteraceae	NA	NA	Hugerth et al. (2015)	NA	MAG	0-100m	northern_temperate	NECS	Coastal - NE Atlantic Shelves Province	marine	Baltic Sea	Hugerth et al. (2015); coordinate in table; Longhurst NECS; inferred waterbody Baltic Sea
Baikal-G1	I	Ia	Ia.5	Ia.5	Pelagibacterales	Pelagibacteraceae	NA	NA	Cabello-Yeves et al., (2018)	NA	MAG	0-100m	northern_temperate	NA	NA	freshwater_lake	Lake Baikal	Cabello-Yeves et al., (2018); coordinate in table; inferred waterbody Lake Baikal
AG-899-B09	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-899-D19	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-E05	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-G15	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-D09	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
RS40	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	microceni	Jimenez-Infante et. al., (2017)	TRUE	isolate	0-100m	northern_tropical	REDS	Coastal - Red Sea, Persian Gulf Province	marine	Red Sea	Jimenez-Infante et. al., (2017); coordinate in table; Longhurst REDS; inferred waterbody Red Sea
AH-287-O09	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
HIMB2305	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Freel et al., (2024); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AH-324-K09	I	Ib	Ib.1	Ib.1.I	Pelagibacterales	Pelagibacteraceae	Superopelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
AG-337-D16	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-891-N03	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-900-I13	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-D03	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-G22	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-F15	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	splendidus	Pachiadaki et al., (2019)	TRUE	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-894-F15	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-896-G07	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
GOM-A1	I	Ib	Ib.1	Ib.1.III	Pelagibacterales	Pelagibacteraceae	Copiapelagibacter	NA	Tsementzi et al., (2016)	NA	SAG	0-100m	northern_temperate	CARB	Trades - Caribbean Province	marine	Gulf of Mexico	Tsementzi et al., (2016); coordinate in table; Longhurst CARB; inferred waterbody Gulf of Mexico
